team,hero,win_rate,tier,result,Offense,Durability,Difficulty,Crowd_Control,Rank
ONIC,Granger,46.27,A,win,High,Medium,Medium,Low,A
ONIC,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
EVOS,Uranus,50.52,C,win,Low,High,Low,Low,C
EVOS,Hayabusa,51.17,SS,win,High,Low,High,Low,S
EVOS,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
EVOS,Claude,46.95,D,win,High,Low,High,Low,C
EVOS,Chip,47.95,C,win,Medium,Medium,Medium,Medium,C
DEWA,Cici,53.74,SS,lose,High,Medium,Medium,High,S
DEWA,Joy,50.01,B,lose,High,Medium,High,Low,S
DEWA,Kagura,50.03,C,lose,Medium,Medium,Medium,Medium,C
DEWA,Granger,46.27,A,lose,High,Medium,Medium,Low,A
DEWA,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
EVOS,Uranus,50.52,C,win,Low,High,Low,Low,C
EVOS,Lancelot,47.15,SS,win,High,Low,High,Low,S
EVOS,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
EVOS,Granger,46.27,A,win,High,Medium,Medium,Low,A
EVOS,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
DEWA,Ruby,53.1,B,lose,Medium,High,Medium,High,B
DEWA,Baxia,50.27,C,lose,Low,High,Medium,High,B
DEWA,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
DEWA,Bruno,50.05,D,lose,High,Low,Medium,Low,C
DEWA,Franco,46.36,A,lose,Low,High,Medium,High,A
TLID,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
TLID,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
TLID,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
TLID,Harith,47.1,D,lose,High,Low,High,Low,C
TLID,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
BTR,Cici,53.74,SS,win,High,Medium,Medium,High,S
BTR,Guinevere,50.4,B,win,High,Medium,High,High,B
BTR,Kagura,50.03,C,win,Medium,Medium,Medium,Medium,C
BTR,Granger,46.27,A,win,High,Medium,Medium,Low,A
BTR,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
TLID,Arlott,48.03,A,lose,Medium,High,Medium,High,A
TLID,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
TLID,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
TLID,Granger,46.27,A,lose,High,Medium,Medium,Low,A
TLID,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
BTR,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
BTR,Baxia,50.27,C,win,Low,High,Medium,High,B
BTR,Kagura,50.03,C,win,Medium,Medium,Medium,Medium,C
BTR,Harith,47.1,D,win,High,Low,High,Low,C
BTR,Badang,50.07,C,win,Medium,Medium,Medium,Medium,C
RRQ,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
RRQ,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
RRQ,Selena,44.99,D,win,Medium,Medium,Medium,Medium,C
RRQ,Granger,46.27,A,win,High,Medium,Medium,Low,A
RRQ,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
EVOS,Cici,53.74,SS,lose,High,Medium,Medium,High,S
EVOS,Lancelot,47.15,SS,lose,High,Low,High,Low,S
EVOS,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
EVOS,Claude,46.95,D,lose,High,Low,High,Low,C
EVOS,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
RRQ,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
RRQ,Hayabusa,51.17,SS,win,High,Low,High,Low,S
RRQ,Selena,44.99,D,win,Medium,Medium,Medium,Medium,C
RRQ,Granger,46.27,A,win,High,Medium,Medium,Low,A
RRQ,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
EVOS,Cici,53.74,SS,lose,High,Medium,Medium,High,S
EVOS,Lancelot,47.15,SS,lose,High,Low,High,Low,S
EVOS,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
EVOS,Claude,46.95,D,lose,High,Low,High,Low,C
EVOS,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
GEEK,Uranus,50.52,C,lose,Low,High,Low,Low,C
GEEK,Fanny,42.7,B,lose,High,Low,High,Low,D
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Bruno,50.05,D,lose,High,Low,Medium,Low,C
GEEK,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
AE,Ruby,53.1,B,win,Medium,High,Medium,High,B
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Kagura,50.03,C,win,Medium,Medium,Medium,Medium,C
AE,Harith,47.1,D,win,High,Low,High,Low,C
AE,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
GEEK,Cici,53.74,SS,lose,High,Medium,Medium,High,S
GEEK,Lancelot,47.15,SS,lose,High,Low,High,Low,S
GEEK,Valentina,44.61,D,lose,High,Low,High,Low,D
GEEK,Bruno,50.05,D,lose,High,Low,Medium,Low,C
GEEK,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
AE,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Harith,47.1,D,win,High,Low,High,Low,C
AE,Badang,50.07,C,win,Medium,Medium,Medium,Medium,C
ONIC,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
ONIC,Hayabusa,51.17,SS,win,High,Low,High,Low,S
ONIC,Luo Yi,47.06,D,win,Medium,Medium,Medium,Medium,C
ONIC,Harith,47.1,D,win,High,Low,High,Low,C
ONIC,Hylos,46.92,D,win,Low,High,Low,High,C
TLID,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
TLID,Guinevere,50.4,B,lose,High,Medium,High,High,B
TLID,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
TLID,Moskov,50.81,C,lose,Medium,Medium,Medium,Medium,C
TLID,Chou,44.18,D,lose,Medium,Medium,High,High,D
ONIC,Cici,53.74,SS,win,High,Medium,Medium,High,S
ONIC,Guinevere,50.4,B,win,High,Medium,High,High,B
ONIC,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
ONIC,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
ONIC,Hylos,46.92,D,win,Low,High,Low,High,C
TLID,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
TLID,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
TLID,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
TLID,Granger,46.27,A,lose,High,Medium,Medium,Low,A
TLID,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
BTR,Cici,53.74,SS,win,High,Medium,Medium,High,S
BTR,Lancelot,47.15,SS,win,High,Low,High,Low,S
BTR,Kagura,50.03,C,win,Medium,Medium,Medium,Medium,C
BTR,Karrie,48.18,D,win,Medium,Medium,Medium,Medium,C
BTR,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
RRQ,Arlott,48.03,A,lose,Medium,High,Medium,High,A
RRQ,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
RRQ,Selena,44.99,D,lose,Medium,Medium,Medium,Medium,C
RRQ,Moskov,50.81,C,lose,Medium,Medium,Medium,Medium,C
RRQ,Badang,50.07,C,lose,Medium,Medium,Medium,Medium,C
BTR,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
BTR,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
BTR,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
BTR,Ruby,53.1,B,win,Medium,High,Medium,High,B
BTR,Khaleed,50.8,C,win,High,Medium,Medium,Low,C
RRQ,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
RRQ,Lancelot,47.15,SS,lose,High,Low,High,Low,S
RRQ,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
RRQ,Harith,47.1,D,lose,High,Low,High,Low,C
RRQ,Hylos,46.92,D,lose,Low,High,Low,High,C
BTR,Chou,44.18,D,win,Medium,Medium,High,High,D
BTR,Hayabusa,51.17,SS,win,High,Low,High,Low,S
BTR,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
BTR,Harith,47.1,D,win,High,Low,High,Low,C
BTR,Hylos,46.92,D,win,Low,High,Low,High,C
RRQ,Uranus,50.52,C,lose,Low,High,Low,Low,C
RRQ,Lancelot,47.15,SS,lose,High,Low,High,Low,S
RRQ,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
RRQ,Granger,46.27,A,lose,High,Medium,Medium,Low,A
RRQ,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
DEWA,Terizla,51.03,C,win,Medium,Medium,Medium,Medium,C
DEWA,Fanny,42.7,B,win,High,Low,High,Low,D
DEWA,Helcurt,51.44,A,win,High,Low,Medium,Medium,A
DEWA,Harith,47.1,D,win,High,Low,High,Low,C
DEWA,Chou,44.18,D,win,Medium,Medium,High,High,D
GEEK,Gloo,54.08,SS,lose,Medium,High,Medium,High,S
GEEK,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Moskov,50.81,C,lose,Medium,Medium,Medium,Medium,C
GEEK,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
DEWA,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
DEWA,Fanny,42.7,B,win,High,Low,High,Low,D
DEWA,Kimmy,52.06,B,win,High,Low,Medium,Low,A
DEWA,Bruno,50.05,D,win,High,Low,Medium,Low,C
DEWA,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
GEEK,Cici,53.74,SS,lose,High,Medium,Medium,High,S
GEEK,Lancelot,47.15,SS,lose,High,Low,High,Low,S
GEEK,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
GEEK,Harith,47.1,D,lose,High,Low,High,Low,C
GEEK,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
DEWA,Uranus,50.52,C,win,Low,High,Low,Low,C
DEWA,Fanny,42.7,B,win,High,Low,High,Low,D
DEWA,Kimmy,52.06,B,win,High,Low,Medium,Low,A
DEWA,Bruno,50.05,D,win,High,Low,Medium,Low,C
DEWA,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
GEEK,Gloo,54.08,SS,lose,Medium,High,Medium,High,S
GEEK,Lancelot,47.15,SS,lose,High,Low,High,Low,S
GEEK,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
GEEK,Harith,47.1,D,lose,High,Low,High,Low,C
GEEK,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
GEEK,Arlott,48.03,A,lose,Medium,High,Medium,High,A
GEEK,Lancelot,47.15,SS,lose,High,Low,High,Low,S
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Claude,46.95,D,lose,High,Low,High,Low,C
GEEK,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
NAVI,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
NAVI,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
NAVI,Selena,44.99,D,win,Medium,Medium,Medium,Medium,C
NAVI,Cici,53.74,SS,win,High,Medium,Medium,High,S
NAVI,Khaleed,50.8,C,win,High,Medium,Medium,Low,C
GEEK,Cici,53.74,SS,lose,High,Medium,Medium,High,S
GEEK,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
GEEK,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
GEEK,Ruby,53.1,B,lose,Medium,High,Medium,High,B
GEEK,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
NAVI,Arlott,48.03,A,win,Medium,High,Medium,High,A
NAVI,Guinevere,50.4,B,win,High,Medium,High,High,B
NAVI,Kimmy,52.06,B,win,High,Low,Medium,Low,A
NAVI,Granger,46.27,A,win,High,Medium,Medium,Low,A
NAVI,Chip,47.95,C,win,Medium,Medium,Medium,Medium,C
EVOS,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
EVOS,Guinevere,50.4,B,lose,High,Medium,High,High,B
EVOS,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
EVOS,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
EVOS,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
ONIC,Cici,53.74,SS,win,High,Medium,Medium,High,S
ONIC,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
ONIC,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
ONIC,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
ONIC,Chou,44.18,D,win,Medium,Medium,High,High,D
EVOS,Uranus,50.52,C,lose,Low,High,Low,Low,C
EVOS,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
EVOS,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
EVOS,Granger,46.27,A,lose,High,Medium,Medium,Low,A
EVOS,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
ONIC,Gloo,54.08,SS,win,Medium,High,Medium,High,S
ONIC,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
ONIC,Kagura,50.03,C,win,Medium,Medium,Medium,Medium,C
ONIC,Harith,47.1,D,win,High,Low,High,Low,C
ONIC,Khaleed,50.8,C,win,High,Medium,Medium,Low,C
EVOS,Arlott,48.03,A,lose,Medium,High,Medium,High,A
EVOS,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
EVOS,Valentina,44.61,D,lose,High,Low,High,Low,D
EVOS,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
EVOS,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
ONIC,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
ONIC,Lancelot,47.15,SS,win,High,Low,High,Low,S
ONIC,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
ONIC,Claude,46.95,D,win,High,Low,High,Low,C
ONIC,Hylos,46.92,D,win,Low,High,Low,High,C
DEWA,Uranus,50.52,C,win,Low,High,Low,Low,C
DEWA,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
DEWA,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
DEWA,Ruby,53.1,B,win,Medium,High,Medium,High,B
DEWA,Chou,44.18,D,win,Medium,Medium,High,High,D
RRQ,Arlott,48.03,A,lose,Medium,High,Medium,High,A
RRQ,Lancelot,47.15,SS,lose,High,Low,High,Low,S
RRQ,Cecilion,49.86,C,lose,Medium,Medium,Medium,Medium,C
RRQ,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
RRQ,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
DEWA,Arlott,48.03,A,win,Medium,High,Medium,High,A
DEWA,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
DEWA,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
DEWA,Claude,46.95,D,win,High,Low,High,Low,C
DEWA,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
RRQ,Cici,53.74,SS,lose,High,Medium,Medium,High,S
RRQ,Thamuz,51.46,B,lose,Medium,Medium,Medium,Medium,C
RRQ,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
RRQ,Granger,46.27,A,lose,High,Medium,Medium,Low,A
RRQ,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
AE,Ruby,53.1,B,win,Medium,High,Medium,High,B
AE,Lancelot,47.15,SS,win,High,Low,High,Low,S
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Granger,46.27,A,win,High,Medium,Medium,Low,A
AE,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
TLID,Uranus,50.52,C,lose,Low,High,Low,Low,C
TLID,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
TLID,Yve,53.65,C,lose,High,Low,Medium,High,A
TLID,Harith,47.1,D,lose,High,Low,High,Low,C
TLID,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
AE,Cici,53.74,SS,win,High,Medium,Medium,High,S
AE,Hayabusa,51.17,SS,win,High,Low,High,Low,S
AE,Valentina,44.61,D,win,High,Low,High,Low,D
AE,Harith,47.1,D,win,High,Low,High,Low,C
AE,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
TLID,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
TLID,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
TLID,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
TLID,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
TLID,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
AE,Arlott,48.03,A,win,Medium,High,Medium,High,A
AE,Baxia,50.27,C,win,Low,High,Medium,High,B
AE,Kagura,50.03,C,win,Medium,Medium,Medium,Medium,C
AE,Granger,46.27,A,win,High,Medium,Medium,Low,A
AE,Kaja,53.32,C,win,Medium,Medium,Medium,Medium,C
TLID,Uranus,50.52,C,lose,Low,High,Low,Low,C
TLID,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
TLID,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
TLID,Harith,47.1,D,lose,High,Low,High,Low,C
TLID,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
EVOS,Cici,53.74,SS,lose,High,Medium,Medium,High,S
EVOS,Joy,50.01,B,lose,High,Medium,High,Low,S
EVOS,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
EVOS,Claude,46.95,D,lose,High,Low,High,Low,C
EVOS,Hylos,46.92,D,lose,Low,High,Low,High,C
BTR,Uranus,50.52,C,win,Low,High,Low,Low,C
BTR,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
BTR,Kimmy,52.06,B,win,High,Low,Medium,Low,A
BTR,Bane,49.79,B,win,Medium,Medium,Medium,Medium,C
BTR,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
EVOS,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
EVOS,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
EVOS,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
EVOS,Granger,46.27,A,lose,High,Medium,Medium,Low,A
EVOS,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
BTR,Uranus,50.52,C,win,Low,High,Low,Low,C
BTR,Ling,46.52,D,win,Medium,Medium,Medium,Medium,C
BTR,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
BTR,Chou,44.18,D,win,Medium,Medium,High,High,D
BTR,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
AE,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
AE,Lancelot,47.15,SS,win,High,Low,High,Low,S
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Harith,47.1,D,win,High,Low,High,Low,C
AE,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
NAVI,Cici,53.74,SS,lose,High,Medium,Medium,High,S
NAVI,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
NAVI,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
NAVI,Ruby,53.1,B,lose,Medium,High,Medium,High,B
NAVI,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
AE,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
AE,Lancelot,47.15,SS,win,High,Low,High,Low,S
AE,Yve,53.65,C,win,High,Low,Medium,High,A
AE,Granger,46.27,A,win,High,Medium,Medium,Low,A
AE,Mathilda,46.13,D,win,Medium,Medium,Medium,Medium,C
NAVI,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
NAVI,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
NAVI,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
NAVI,Harith,47.1,D,lose,High,Low,High,Low,C
NAVI,Chou,44.18,D,lose,Medium,Medium,High,High,D
AE,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Granger,46.27,A,win,High,Medium,Medium,Low,A
AE,Hylos,46.92,D,win,Low,High,Low,High,C
NAVI,Cici,53.74,SS,lose,High,Medium,Medium,High,S
NAVI,Lancelot,47.15,SS,lose,High,Low,High,Low,S
NAVI,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
NAVI,Harith,47.1,D,lose,High,Low,High,Low,C
NAVI,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
GEEK,Uranus,50.52,C,lose,Low,High,Low,Low,C
GEEK,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
GEEK,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
GEEK,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
GEEK,Badang,50.07,C,lose,Medium,Medium,Medium,Medium,C
ONIC,Arlott,48.03,A,win,Medium,High,Medium,High,A
ONIC,Lancelot,47.15,SS,win,High,Low,High,Low,S
ONIC,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
ONIC,Harith,47.1,D,win,High,Low,High,Low,C
ONIC,Hylos,46.92,D,win,Low,High,Low,High,C
GEEK,Uranus,50.52,C,lose,Low,High,Low,Low,C
GEEK,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
GEEK,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
GEEK,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
GEEK,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
ONIC,Arlott,48.03,A,win,Medium,High,Medium,High,A
ONIC,Hayabusa,51.17,SS,win,High,Low,High,Low,S
ONIC,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
ONIC,Harith,47.1,D,win,High,Low,High,Low,C
ONIC,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
DEWA,Terizla,51.03,C,win,Medium,Medium,Medium,Medium,C
DEWA,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
DEWA,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
DEWA,Ruby,53.1,B,win,Medium,High,Medium,High,B
DEWA,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
TLID,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
TLID,Joy,50.01,B,lose,High,Medium,High,Low,S
TLID,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
TLID,Granger,46.27,A,lose,High,Medium,Medium,Low,A
TLID,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
DEWA,Arlott,48.03,A,win,Medium,High,Medium,High,A
DEWA,Baxia,50.27,C,win,Low,High,Medium,High,B
DEWA,Kadita,52.81,B,win,Medium,Medium,Medium,Medium,C
DEWA,Moskov,50.81,C,win,Medium,Medium,Medium,Medium,C
DEWA,Kaja,53.32,C,win,Medium,Medium,Medium,Medium,C
TLID,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
TLID,Fanny,42.7,B,lose,High,Low,High,Low,D
TLID,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
TLID,Harith,47.1,D,lose,High,Low,High,Low,C
TLID,Chou,44.18,D,lose,Medium,Medium,High,High,D
NAVI,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
NAVI,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
NAVI,Selena,44.99,D,lose,Medium,Medium,Medium,Medium,C
NAVI,Chou,44.18,D,lose,Medium,Medium,High,High,D
NAVI,Mathilda,46.13,D,lose,Medium,Medium,Medium,Medium,C
DEWA,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
DEWA,Lancelot,47.15,SS,win,High,Low,High,Low,S
DEWA,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
DEWA,Obsidia,51.96,A,win,High,Medium,High,Medium,A
DEWA,Chip,47.95,C,win,Medium,Medium,Medium,Medium,C
NAVI,Uranus,50.52,C,lose,Low,High,Low,Low,C
NAVI,Fanny,42.7,B,lose,High,Low,High,Low,D
NAVI,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Minotaur,53.22,B,lose,Medium,Medium,Medium,Medium,C
DEWA,Arlott,48.03,A,win,Medium,High,Medium,High,A
DEWA,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
DEWA,Odette,52.03,C,win,Medium,Medium,Medium,Medium,C
DEWA,Obsidia,51.96,A,win,High,Medium,High,Medium,A
DEWA,Chip,47.95,C,win,Medium,Medium,Medium,Medium,C
AE,Uranus,50.52,C,win,Low,High,Low,Low,C
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Granger,46.27,A,win,High,Medium,Medium,Low,A
AE,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
GEEK,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
GEEK,Lancelot,47.15,SS,lose,High,Low,High,Low,S
GEEK,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
GEEK,Harith,47.1,D,lose,High,Low,High,Low,C
GEEK,Hylos,46.92,D,lose,Low,High,Low,High,C
AE,Uranus,50.52,C,win,Low,High,Low,Low,C
AE,Lukas,48.28,D,win,Medium,Medium,Medium,Medium,C
AE,Kimmy,52.06,B,win,High,Low,Medium,Low,A
AE,Brody,51.87,C,win,Medium,Medium,Medium,Medium,C
AE,Mathilda,46.13,D,win,Medium,Medium,Medium,Medium,C
GEEK,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
GEEK,Fanny,42.7,B,lose,High,Low,High,Low,D
GEEK,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
GEEK,Harith,47.1,D,lose,High,Low,High,Low,C
GEEK,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
EVOS,Uranus,50.52,C,lose,Low,High,Low,Low,C
EVOS,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
EVOS,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
EVOS,Cici,53.74,SS,lose,High,Medium,Medium,High,S
EVOS,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
AE,Chou,44.18,D,win,Medium,Medium,High,High,D
AE,Lancelot,47.15,SS,win,High,Low,High,Low,S
AE,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
AE,Bruno,50.05,D,win,High,Low,Medium,Low,C
AE,Hylos,46.92,D,win,Low,High,Low,High,C
EVOS,Uranus,50.52,C,lose,Low,High,Low,Low,C
EVOS,Lancelot,47.15,SS,lose,High,Low,High,Low,S
EVOS,Yve,53.65,C,lose,High,Low,Medium,High,A
EVOS,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
EVOS,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
AE,Cici,53.74,SS,win,High,Medium,Medium,High,S
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Granger,46.27,A,win,High,Medium,Medium,Low,A
AE,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
EVOS,Dyrroth,44.46,D,lose,Medium,Medium,Medium,Medium,C
EVOS,Lancelot,47.15,SS,lose,High,Low,High,Low,S
EVOS,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
